$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
OR
$GNSS; lat (degrees); lon (degrees); alt_ellips (m); True T_GNSS (s); Xmn95; Ymn95; H RAN95 
$Tacheo;1049.7474;1950.6920;3012.0440;2.351759;1.400511;71.0761;44079.849
$Tacheo;1049.7467;1950.6918;3012.0493;2.351768;1.400437;71.0766;44079.955
$GNSS;46.78029666;6.66201025;510.703;44080.000;2540691.548;1181308.283;460.936
$Tacheo;1049.7461;1950.6916;3012.0535;2.351776;1.400378;71.0770;44080.046
$Tacheo;1049.7443;1950.6917;3012.0615;2.351793;1.400264;71.0771;44080.148
$Tacheo;1049.7436;1950.6906;3012.0645;2.351811;1.400223;71.0778;44080.238
$Tacheo;1049.7422;1950.6887;3012.0698;2.351844;1.400150;71.0791;44080.331
$Tacheo;1049.7412;1950.6858;3012.0690;2.351884;1.400165;71.0803;44080.435
$GNSS;46.78029671;6.66201017;510.758;44080.500;2540691.542;1181308.289;460.991
$Tacheo;1049.7401;1950.6815;3012.0649;2.351938;1.400227;71.0818;44080.555
$Tacheo;1049.7404;1950.6812;3012.0636;2.351939;1.400245;71.0820;44080.662
$Tacheo;1049.7446;1950.6854;3012.0635;2.351853;1.400247;71.0820;44080.768
$Tacheo;1049.7705;1950.7154;3012.0744;2.351289;1.400090;71.0812;44080.873
$Tacheo;1049.7941;1950.7440;3012.0793;2.350762;1.400013;71.0787;44080.978
$GNSS;46.78029661;6.66201015;510.715;44081.000;2540691.541;1181308.278;460.948
$Tacheo;1049.8274;1950.7830;3012.0843;2.350032;1.399936;71.0759;44081.056
$Tacheo;1049.8688;1950.8297;3012.0877;2.349142;1.399880;71.0731;44081.161
$Tacheo;1049.9204;1950.8885;3012.0862;2.348027;1.399890;71.0685;44081.266
$Tacheo;1050.0529;1951.0395;3012.0777;2.345162;1.399981;71.0560;44081.376
$Tacheo;1050.1343;1951.1314;3012.0730;2.343411;1.400032;71.0494;44081.482
$GNSS;46.78030024;6.66200749;510.757;44081.500;2540691.342;1181308.684;460.990
$Tacheo;1050.2246;1951.2331;3012.0653;2.341470;1.400124;71.0419;44081.555
$Tacheo;1050.3762;1951.4020;3012.0504;2.338231;1.400311;71.0310;44081.660
$Tacheo;1050.4337;1951.4655;3012.0443;2.337007;1.400389;71.0273;44081.753
$Tacheo;1050.7378;1951.7934;3012.0255;2.330618;1.400634;71.0174;44081.858
$Tacheo;1050.9030;1951.9792;3012.0102;2.327067;1.400828;71.0072;44081.956
$GNSS;46.78031064;6.66200696;510.727;44082.000;2540691.313;1181309.840;460.960
$Tacheo;1050.9437;1952.0297;3012.0019;2.326143;1.400931;71.0009;44082.049
$Tacheo;1051.0921;1952.1943;3011.9943;2.322977;1.401025;70.9952;44082.154
$Tacheo;1051.4054;1952.5416;3011.9912;2.316292;1.401052;70.9878;44082.265
$Tacheo;1051.6558;1952.8186;3011.9960;2.310955;1.400978;70.9857;44082.373
$Tacheo;1051.8330;1953.0166;3012.0070;2.307157;1.400820;70.9855;44082.479
$GNSS;46.78032399;6.66200445;510.636;44082.500;2540691.136;1181311.326;460.869
$Tacheo;1051.9214;1953.1139;3012.0110;2.305277;1.400765;70.9864;44082.548
$Tacheo;1052.0963;1953.3066;3012.0179;2.301558;1.400673;70.9887;44082.653
$Tacheo;1052.2714;1953.4999;3012.0246;2.297830;1.400584;70.9917;44082.744
$Tacheo;1052.5462;1953.8039;3012.0356;2.291973;1.400442;70.9979;44082.850
$Tacheo;1052.7333;1954.0128;3012.0437;2.287965;1.400337;71.0024;44082.957
$GNSS;46.78033957;6.66200145;510.674;44083.000;2540690.924;1181313.060;460.906
$Tacheo;1053.0078;1954.3210;3012.0576;2.282068;1.400158;71.0102;44083.049
$Tacheo;1053.1962;1954.5334;3012.0689;2.278011;1.400011;71.0167;44083.156
$Tacheo;1053.5738;1954.9611;3012.0918;2.269860;1.399722;71.0319;44083.267
$Tacheo;1053.7687;1955.1817;3012.1003;2.265656;1.399622;71.0411;44083.371
$Tacheo;1054.0694;1955.5198;3012.1051;2.259197;1.399594;71.0576;44083.479
$GNSS;46.78035534;6.66199746;510.794;44083.500;2540690.636;1181314.816;461.026
$Tacheo;1054.1643;1955.6258;3012.1065;2.257167;1.399589;71.0639;44083.545
$Tacheo;1054.3630;1955.8485;3012.1090;2.252909;1.399586;71.0773;44083.650
$Tacheo;1054.6678;1956.1892;3012.1070;2.246391;1.399669;71.0999;44083.757
$Tacheo;1054.8703;1956.4154;3012.1019;2.242065;1.399782;71.1160;44083.864
$Tacheo;1055.2748;1956.8727;3012.0932;2.233368;1.399985;71.1490;44083.967
$GNSS;46.78037180;6.66199419;510.777;44084.000;2540690.405;1181316.648;461.009
$Tacheo;1055.3809;1956.9930;3012.0901;2.231085;1.400052;71.1582;44084.044
$Tacheo;1055.5888;1957.2286;3012.0850;2.226613;1.400172;71.1774;44084.148
$Tacheo;1055.9061;1957.5932;3012.0784;2.219738;1.400336;71.2066;44084.257
$Tacheo;1056.1138;1957.8332;3012.0768;2.215226;1.400409;71.2272;44084.362
$Tacheo;1056.5421;1958.3337;3012.0806;2.205865;1.400463;71.2720;44084.473
$GNSS;46.78038936;6.66199013;510.771;44084.500;2540690.114;1181318.603;461.003
$Tacheo;1056.6470;1958.4565;3012.0818;2.203572;1.400474;71.2838;44084.546
$Tacheo;1056.9783;1958.8464;3012.0852;2.196311;1.400519;71.3223;44084.651
$Tacheo;1057.1995;1959.1071;3012.0861;2.191464;1.400572;71.3495;44084.757
$Tacheo;1057.4360;1959.3880;3012.0852;2.186260;1.400655;71.3789;44084.863
$Tacheo;1057.9071;1959.9552;3012.0807;2.175819;1.400862;71.4383;44084.973
$GNSS;46.78040777;6.66198542;510.730;44085.000;2540689.775;1181320.654;460.962
$Tacheo;1058.0303;1960.1060;3012.0793;2.173063;1.400918;71.4537;44085.050
$Tacheo;1058.4019;1960.5667;3012.0737;2.164687;1.401108;71.4998;44085.158
$Tacheo;1058.7961;1961.0689;3012.0670;2.155656;1.401315;71.5465;44085.265
$Tacheo;1059.1993;1961.5964;3012.0619;2.146269;1.401499;71.5930;44085.371
$Tacheo;1059.5940;1962.1812;3012.0596;2.136274;1.401569;71.6088;44085.478
$GNSS;46.78042980;6.66197851;510.725;44085.500;2540689.271;1181323.108;460.957
$Tacheo;1059.7731;1962.3716;3012.0543;2.132640;1.401758;71.6568;44085.549
$Tacheo;1060.1415;1962.9002;3012.0523;2.123532;1.401864;71.6891;44085.655
$Tacheo;1060.4865;1963.4028;3012.0513;2.114919;1.401953;71.7209;44085.747
$Tacheo;1060.8109;1963.8480;3012.0536;2.107161;1.402037;71.7698;44085.855
$Tacheo;1061.1124;1964.2965;3012.0551;2.099538;1.402091;71.8016;44085.993
$GNSS;46.78045771;6.66196719;510.711;44086.000;2540688.438;1181326.219;460.943
$Tacheo;1061.4155;1964.7555;3012.0565;2.091780;1.402148;71.8337;44086.055
$Tacheo;1061.8785;1965.4750;3012.0555;2.079721;1.402275;71.8814;44086.162
$Tacheo;1062.3386;1966.2154;3012.0546;2.067440;1.402395;71.9270;44086.268
$Tacheo;1062.7904;1966.9666;3012.0484;2.055098;1.402585;71.9700;44086.374
$Tacheo;1063.0967;1967.4957;3012.0438;2.046491;1.402711;71.9963;44086.480
$GNSS;46.78048832;6.66195216;510.714;44086.500;2540687.324;1181329.633;460.946
$Tacheo;1063.2434;1967.7569;3012.0409;2.042274;1.402777;72.0070;44086.545
$Tacheo;1063.6951;1968.5883;3012.0277;2.028955;1.403030;72.0355;44086.639
$Tacheo;1063.9964;1969.1686;3012.0128;2.019752;1.403273;72.0493;44086.743
$Tacheo;1064.4382;1970.0582;3011.9824;2.005774;1.403732;72.0629;44086.851
$Tacheo;1064.7200;1970.6513;3011.9582;1.996534;1.404083;72.0674;44086.959
$GNSS;46.78052102;6.66193174;510.669;44087.000;2540685.800;1181333.283;460.901
$Tacheo;1065.1475;1971.5879;3011.9141;1.982048;1.404710;72.0699;44087.054
$Tacheo;1065.5626;1972.5429;3011.8713;1.967397;1.405310;72.0691;44087.161
$Tacheo;1066.0172;1973.6469;3011.8461;1.950600;1.405662;72.0678;44087.269
$Tacheo;1066.3391;1974.4585;3011.8066;1.938318;1.406210;72.0647;44087.376
$Tacheo;1066.6513;1975.2813;3011.7849;1.925938;1.406510;72.0623;44087.485
$GNSS;46.78055552;6.66190455;510.483;44087.500;2540683.762;1181337.139;460.715
$Tacheo;1066.7623;1975.5827;3011.7669;1.921419;1.406757;72.0594;44087.552
$Tacheo;1067.2552;1976.9750;3011.7512;1.900642;1.406972;72.0568;44087.672
$Tacheo;1067.5015;1977.6981;3011.7264;1.889896;1.407317;72.0557;44087.776
$Tacheo;1067.7344;1978.4013;3011.7160;1.879477;1.407470;72.0583;44087.884
$Tacheo;1067.9698;1979.1271;3011.7061;1.868746;1.407623;72.0645;44087.991
$GNSS;46.78059073;6.66187339;510.303;44088.000;2540681.421;1181341.077;460.535
$Tacheo;1068.1964;1979.8390;3011.6966;1.858241;1.407779;72.0743;44088.045
$Tacheo;1068.4287;1980.5816;3011.6896;1.847302;1.407913;72.0895;44088.138
$Tacheo;1068.6516;1981.3067;3011.6869;1.836643;1.407996;72.1093;44088.245
$Tacheo;1068.9827;1982.3968;3011.6906;1.820647;1.408040;72.1515;44088.352
$Tacheo;1069.1959;1983.1035;3011.6970;1.810293;1.408032;72.1877;44088.457
$GNSS;46.78062574;6.66183962;510.289;44088.500;2540678.881;1181344.994;460.521
$Tacheo;1069.3962;1983.7679;3011.7058;1.800570;1.408003;72.2290;44088.553
$Tacheo;1069.7011;1984.7847;3011.7194;1.785718;1.407981;72.3034;44088.657
$Tacheo;1069.9006;1985.4549;3011.7288;1.775952;1.407977;72.3596;44088.751
$Tacheo;1070.1893;1986.4255;3011.7390;1.761836;1.408044;72.4520;44088.856
$Tacheo;1070.3793;1987.0692;3011.7420;1.752500;1.408153;72.5191;44088.963
$GNSS;46.78065720;6.66180982;510.394;44089.000;2540676.640;1181348.514;460.626
$Tacheo;1070.6404;1987.9672;3011.7595;1.739515;1.408140;72.6212;44089.038
$Tacheo;1070.8065;1988.5288;3011.7750;1.731409;1.408089;72.6945;44089.132
$Tacheo;1070.9633;1989.0403;3011.7843;1.724028;1.408130;72.7700;44089.239
$Tacheo;1071.1879;1989.7612;3011.7838;1.713645;1.408394;72.8842;44089.343
$Tacheo;1071.3257;1990.1851;3011.7778;1.707544;1.408647;72.9596;44089.448
$GNSS;46.78068266;6.66178572;510.476;44089.500;2540674.828;1181351.362;460.708
$Tacheo;1071.5174;1990.7588;3011.7718;1.699301;1.408980;73.0713;44089.547
$Tacheo;1071.6356;1991.0988;3011.7701;1.694420;1.409167;73.1446;44089.639
$Tacheo;1071.7401;1991.3949;3011.7740;1.690174;1.409264;73.2122;44089.746
$Tacheo;1071.8771;1991.7775;3011.7923;1.684698;1.409219;73.3055;44089.850
$Tacheo;1071.9838;1992.0748;3011.8206;1.680452;1.408998;73.3820;44089.959
$GNSS;46.78069553;6.66177566;510.449;44090.000;2540674.074;1181352.801;460.681
$Tacheo;1072.0393;1992.2308;3011.8447;1.678228;1.408758;73.4236;44090.044
$Tacheo;1072.0816;1992.3661;3011.8733;1.676310;1.408434;73.4556;44090.148
$Tacheo;1072.1274;1992.5323;3011.9190;1.673964;1.407883;73.4908;44090.255
$Tacheo;1072.1491;1992.6243;3011.9487;1.672671;1.407511;73.5077;44090.363
$Tacheo;1072.1770;1992.7998;3011.9915;1.670225;1.406958;73.5246;44090.471
$GNSS;46.78069747;6.66177336;510.575;44090.500;2540673.900;1181353.018;460.807
$Tacheo;1072.1808;1992.8186;3012.0218;1.669962;1.406557;73.5315;44090.548
$Tacheo;1072.1885;1992.9142;3012.0654;1.668640;1.405968;73.5369;44090.667
$Tacheo;1072.1917;1993.0009;3012.1085;1.667446;1.405378;73.5388;44090.769
$Tacheo;1072.1920;1993.0527;3012.1356;1.666734;1.405004;73.5387;44090.862
$Tacheo;1072.1918;1993.0757;3012.1481;1.666419;1.404830;73.5384;44090.954
$GNSS;46.78069741;6.66177123;510.855;44091.000;2540673.738;1181353.013;461.087
$Tacheo;1072.1884;1993.1668;3012.1961;1.665173;1.404160;73.5344;44091.060
$Tacheo;1072.1850;1993.2079;3012.2158;1.664613;1.403879;73.5306;44091.166
$Tacheo;1072.1780;1993.2680;3012.2435;1.663797;1.403479;73.5228;44091.272
$Tacheo;1072.1715;1993.3025;3012.2590;1.663331;1.403249;73.5158;44091.378
$Tacheo;1072.1610;1993.3541;3012.2786;1.662636;1.402952;73.5041;44091.483
$GNSS;46.78069785;6.66176915;511.026;44091.500;2540673.579;1181353.063;461.258
$Tacheo;1072.1565;1993.3726;3012.2856;1.662387;1.402844;73.4992;44091.545
$Tacheo;1072.1468;1993.3994;3012.2979;1.662031;1.402652;73.4893;44091.639
$Tacheo;1072.1319;1993.4425;3012.3155;1.661457;1.402372;73.4738;44091.742
$Tacheo;1072.1216;1993.4706;3012.3272;1.661084;1.402186;73.4631;44091.848
$Tacheo;1072.1113;1993.4889;3012.3347;1.660844;1.402059;73.4526;44091.956
$GNSS;46.78069808;6.66176704;511.056;44092.000;2540673.419;1181353.091;461.288
$Tacheo;1072.0975;1993.5268;3012.3480;1.660340;1.401841;73.4380;44092.045
$Tacheo;1072.0885;1993.5479;3012.3579;1.660061;1.401683;73.4289;44092.153
$Tacheo;1072.0738;1993.5754;3012.3745;1.659701;1.401421;73.4149;44092.259
$Tacheo;1072.0647;1993.5962;3012.3874;1.659425;1.401223;73.4063;44092.363
$Tacheo;1072.0525;1993.6325;3012.4073;1.658940;1.400920;73.3945;44092.471
$GNSS;46.78069842;6.66176571;511.074;44092.500;2540673.317;1181353.129;461.306
$Tacheo;1072.0382;1993.6441;3012.4260;1.658798;1.400634;73.3827;44092.545
$Tacheo;1072.0299;1993.6575;3012.4372;1.658623;1.400461;73.3753;44092.649
$Tacheo;1072.0271;1993.6726;3012.4419;1.658419;1.400389;73.3720;44092.743
$Tacheo;1072.0113;1993.6909;3012.4597;1.658186;1.400109;73.3579;44092.848
$Tacheo;1072.0024;1993.7053;3012.4656;1.657998;1.400007;73.3489;44092.940
$GNSS;46.78069846;6.66176460;511.148;44093.000;2540673.233;1181353.135;461.380
$Tacheo;1071.9945;1993.7170;3012.4706;1.657847;1.399919;73.3410;44093.045
$Tacheo;1071.9828;1993.7388;3012.4759;1.657560;1.399816;73.3286;44093.151
$Tacheo;1071.9741;1993.7465;3012.4745;1.657464;1.399814;73.3192;44093.259
$Tacheo;1071.9656;1993.7571;3012.4689;1.657328;1.399867;73.3090;44093.365
$Tacheo;1071.9527;1993.7788;3012.4557;1.657044;1.400010;73.2922;44093.472
$GNSS;46.78069847;6.66176358;511.177;44093.500;2540673.155;1181353.136;461.409
$Tacheo;1071.9387;1993.7847;3012.4350;1.656979;1.400255;73.2744;44093.548
$Tacheo;1071.9303;1993.7954;3012.4146;1.656842;1.400508;73.2618;44093.654
$Tacheo;1071.9163;1993.8080;3012.3837;1.656684;1.400889;73.2418;44093.759
$Tacheo;1071.9018;1993.8222;3012.3613;1.656506;1.401154;73.2226;44093.867
$Tacheo;1071.8925;1993.8296;3012.3490;1.656414;1.401297;73.2107;44093.958
$GNSS;46.78069818;6.66176258;511.048;44094.000;2540673.078;1181353.105;461.280
$Tacheo;1071.8833;1993.8354;3012.3390;1.656346;1.401410;73.1995;44094.052
$Tacheo;1071.8722;1993.8390;3012.3268;1.656309;1.401548;73.1862;44094.162
$Tacheo;1071.8653;1993.8401;3012.3201;1.656302;1.401622;73.1783;44094.268
$Tacheo;1071.8591;1993.8421;3012.3152;1.656281;1.401674;73.1712;44094.373
$Tacheo;1071.8509;1993.8439;3012.3067;1.656266;1.401769;73.1615;44094.466
$GNSS;46.78069797;6.66176212;510.939;44094.500;2540673.043;1181353.082;461.171
$Tacheo;1071.8451;1993.8452;3012.3027;1.656255;1.401809;73.1551;44094.536
$Tacheo;1071.8394;1993.8479;3012.3001;1.656225;1.401831;73.1488;44094.630
$Tacheo;1071.8334;1993.8503;3012.3007;1.656198;1.401808;73.1428;44094.735
$Tacheo;1071.8250;1993.8554;3012.3040;1.656138;1.401744;73.1347;44094.842
$Tacheo;1071.8202;1993.8580;3012.3071;1.656108;1.401690;73.1303;44094.948
$Tacheo;1071.8143;1993.8620;3012.3142;1.656060;1.401580;73.1253;44095.053
$GNSS;46.78069821;6.66176185;510.897;44095.000;2540673.022;1181353.109;461.129
$Tacheo;1071.8128;1993.8632;3012.3170;1.656045;1.401539;73.1242;44095.048
$Tacheo;1071.8106;1993.8660;3012.3224;1.656008;1.401461;73.1227;44095.140
$Tacheo;1071.8094;1993.8654;3012.3277;1.656018;1.401386;73.1225;44095.248
$Tacheo;1071.8095;1993.8672;3012.3288;1.655994;1.401372;73.1226;44095.353
$Tacheo;1071.8105;1993.8684;3012.3214;1.655976;1.401473;73.1223;44095.458
$GNSS;46.78069799;6.66176157;510.981;44095.500;2540673.001;1181353.085;461.213
$Tacheo;1071.8109;1993.8691;3012.3152;1.655965;1.401557;73.1216;44095.545
$Tacheo;1071.8111;1993.8703;3012.3119;1.655949;1.401602;73.1211;44095.638
$Tacheo;1071.8095;1993.8735;3012.3064;1.655906;1.401672;73.1183;44095.747
$Tacheo;1071.8082;1993.8752;3012.3059;1.655884;1.401676;73.1168;44095.853
$Tacheo;1071.8061;1993.8777;3012.3059;1.655852;1.401670;73.1146;44095.992
$GNSS;46.78069806;6.66176164;510.974;44096.000;2540673.006;1181353.092;461.206
$Tacheo;1071.8054;1993.8818;3012.3090;1.655797;1.401626;73.1140;44096.046
$Tacheo;1071.8041;1993.8782;3012.3126;1.655847;1.401575;73.1137;44096.139
$Tacheo;1071.8049;1993.8976;3012.3177;1.655578;1.401505;73.1137;44096.250
$Tacheo;1071.8058;1993.9036;3012.3238;1.655495;1.401423;73.1151;44096.356
$Tacheo;1071.8094;1993.9130;3012.3373;1.655360;1.401248;73.1201;44096.461
$GNSS;46.78069811;6.66176136;510.963;44096.500;2540672.985;1181353.098;461.195
$Tacheo;1071.8107;1993.9162;3012.3429;1.655315;1.401175;73.1221;44096.555
$Tacheo;1071.8140;1993.9222;3012.3568;1.655227;1.400994;73.1272;44096.659
$Tacheo;1071.8201;1993.9313;3012.3754;1.655094;1.400755;73.1356;44096.751
$Tacheo;1071.8240;1993.9375;3012.3887;1.655004;1.400583;73.1411;44096.859
$Tacheo;1071.8278;1993.9423;3012.4074;1.654934;1.400339;73.1476;44096.963
$GNSS;46.78069877;6.66176102;511.040;44097.000;2540672.960;1181353.172;461.272
$Tacheo;1071.8332;1993.9453;3012.4362;1.654886;1.399963;73.1576;44097.041
$Tacheo;1071.8369;1993.9459;3012.4572;1.654874;1.399689;73.1647;44097.147
$Tacheo;1071.8443;1993.9417;3012.5054;1.654922;1.399058;73.1806;44097.260
$Tacheo;1071.8488;1993.9388;3012.5269;1.654958;1.398780;73.1889;44097.361
$Tacheo;1071.8558;1993.9325;3012.5580;1.655036;1.398378;73.2016;44097.458
$GNSS;46.78069887;6.66176098;511.209;44097.500;2540672.957;1181353.183;461.441
$Tacheo;1071.8582;1993.9300;3012.5673;1.655068;1.398260;73.2058;44097.547
$Tacheo;1071.8636;1993.9226;3012.5841;1.655164;1.398048;73.2146;44097.654
$Tacheo;1071.8730;1993.9113;3012.6080;1.655309;1.397750;73.2289;44097.758
$Tacheo;1071.8838;1993.8992;3012.6258;1.655464;1.397538;73.2436;44097.866
$Tacheo;1071.8909;1993.8905;3012.6354;1.655575;1.397427;73.2529;44097.961
$GNSS;46.78069899;6.66176135;511.323;44098.000;2540672.985;1181353.196;461.555
$Tacheo;1071.8974;1993.8827;3012.6429;1.655676;1.397343;73.2612;44098.048
$Tacheo;1071.9057;1993.8744;3012.6525;1.655781;1.397235;73.2717;44098.156
$Tacheo;1071.9116;1993.8664;3012.6649;1.655884;1.397085;73.2803;44098.263
$Tacheo;1071.9134;1993.8640;3012.6678;1.655915;1.397050;73.2828;44098.355
$Tacheo;1071.9192;1993.8568;3012.6738;1.656007;1.396984;73.2901;44098.468
$GNSS;46.78069859;6.66176320;511.382;44098.500;2540673.126;1181353.150;461.614
$Tacheo;1071.9223;1993.8524;3012.6779;1.656065;1.396938;73.2942;44098.552
$Tacheo;1071.9286;1993.8461;3012.6838;1.656144;1.396875;73.3020;44098.659
$Tacheo;1071.9301;1993.8453;3012.6852;1.656154;1.396859;73.3038;44098.754
$Tacheo;1071.9354;1993.8383;3012.6879;1.656244;1.396837;73.3100;44098.858
$Tacheo;1071.9365;1993.8363;3012.6873;1.656270;1.396848;73.3112;44098.955
$GNSS;46.78069870;6.66176294;511.346;44099.000;2540673.106;1181353.163;461.578
$Tacheo;1071.9390;1993.8333;3012.6862;1.656308;1.396870;73.3137;44099.055
$Tacheo;1071.9427;1993.8294;3012.6835;1.656358;1.396915;73.3172;44099.160
$Tacheo;1071.9464;1993.8292;3012.6852;1.656357;1.396901;73.3211;44099.268
$Tacheo;1071.9485;1993.8298;3012.6879;1.656346;1.396870;73.3236;44099.364
$Tacheo;1071.9503;1993.8320;3012.6931;1.656313;1.396803;73.3261;44099.474
$GNSS;46.78069877;6.66176332;511.357;44099.500;2540673.135;1181353.170;461.589
$Tacheo;1071.9524;1993.8352;3012.6966;1.656266;1.396761;73.3285;44099.539
$Tacheo;1071.9535;1993.8425;3012.7077;1.656164;1.396613;73.3309;44099.633
$Tacheo;1071.9547;1993.8485;3012.7150;1.656080;1.396517;73.3328;44099.734
$Tacheo;1071.9565;1993.8599;3012.7324;1.655921;1.396284;73.3366;44099.829
$Tacheo;1071.9572;1993.8677;3012.7470;1.655812;1.396088;73.3392;44099.933
$Tacheo;1071.9599;1993.8813;3012.7694;1.655622;1.395792;73.3446;44100.040
$GNSS;46.78069888;6.66176326;511.369;44100.000;2540673.131;1181353.182;461.601
$Tacheo;1071.9614;1993.8847;3012.7767;1.655573;1.395697;73.3471;44100.048
$Tacheo;1071.9649;1993.8941;3012.7924;1.655439;1.395492;73.3525;44100.140
$Tacheo;1071.9703;1993.9088;3012.8153;1.655230;1.395195;73.3605;44100.247
$Tacheo;1071.9740;1993.9181;3012.8245;1.655098;1.395078;73.3650;44100.351
$Tacheo;1071.9781;1993.9277;3012.8328;1.654960;1.394975;73.3697;44100.456
$GNSS;46.78069919;6.66176204;511.500;44100.500;2540673.038;1181353.218;461.732
$Tacheo;1071.9828;1993.9376;3012.8369;1.654818;1.394929;73.3742;44100.545
$Tacheo;1071.9866;1993.9451;3012.8370;1.654711;1.394934;73.3773;44100.637
$Tacheo;1071.9903;1993.9545;3012.8343;1.654576;1.394978;73.3797;44100.744
$Tacheo;1071.9954;1993.9675;3012.8287;1.654391;1.395062;73.3827;44100.847
$Tacheo;1071.9981;1993.9716;3012.8218;1.654331;1.395161;73.3838;44100.938
$GNSS;46.78070004;6.66176219;511.547;44101.000;2540673.050;1181353.312;461.779
$Tacheo;1072.0025;1993.9964;3012.8130;1.653984;1.395284;73.3845;44101.047
$Tacheo;1072.0053;1994.0089;3012.8069;1.653808;1.395371;73.3852;44101.141
$Tacheo;1072.0085;1994.0309;3012.8006;1.653502;1.395458;73.3854;44101.247
$Tacheo;1072.0126;1994.0472;3012.7873;1.653272;1.395643;73.3858;44101.353
$Tacheo;1072.0159;1994.0709;3012.7800;1.652942;1.395744;73.3858;44101.461
$GNSS;46.78070056;6.66176135;511.475;44101.500;2540672.987;1181353.371;461.707
$Tacheo;1072.0175;1994.0746;3012.7736;1.652888;1.395833;73.3860;44101.550
$Tacheo;1072.0204;1994.0857;3012.7621;1.652732;1.395992;73.3859;44101.657
$Tacheo;1072.0246;1994.1018;3012.7456;1.652505;1.396220;73.3859;44101.767
$Tacheo;1072.0271;1994.1111;3012.7362;1.652374;1.396350;73.3860;44101.870
$Tacheo;1072.0286;1994.1228;3012.7330;1.652211;1.396395;73.3860;44101.966
$GNSS;46.78070117;6.66176090;511.382;44102.000;2540672.953;1181353.439;461.614
$Tacheo;1072.0301;1994.1257;3012.7244;1.652170;1.396513;73.3857;44102.047
$Tacheo;1072.0320;1994.1316;3012.7185;1.652086;1.396596;73.3861;44102.152
$Tacheo;1072.0327;1994.1363;3012.7143;1.652021;1.396653;73.3857;44102.257
$Tacheo;1072.0336;1994.1421;3012.7088;1.651940;1.396727;73.3851;44102.348
$Tacheo;1072.0335;1994.1480;3012.7064;1.651858;1.396758;73.3842;44102.451
$GNSS;46.78070139;6.66176086;511.348;44102.500;2540672.950;1181353.463;461.580
$Tacheo;1072.0329;1994.1511;3012.6957;1.651816;1.396900;73.3815;44102.543
$Tacheo;1072.0316;1994.1537;3012.6898;1.651782;1.396976;73.3790;44102.650
$Tacheo;1072.0306;1994.1580;3012.6840;1.651724;1.397050;73.3766;44102.753
$Tacheo;1072.0300;1994.1628;3012.6794;1.651658;1.397110;73.3749;44102.862
$Tacheo;1072.0302;1994.1698;3012.6775;1.651561;1.397134;73.3742;44102.969
$GNSS;46.78070136;6.66176065;511.330;44103.000;2540672.934;1181353.460;461.562
$Tacheo;1072.0300;1994.1682;3012.6772;1.651583;1.397139;73.3740;44103.039
$Tacheo;1072.0302;1994.1708;3012.6783;1.651548;1.397123;73.3742;44103.131
$Tacheo;1072.0297;1994.1744;3012.6858;1.651499;1.397021;73.3748;44103.239
$Tacheo;1072.0292;1994.1758;3012.6936;1.651479;1.396915;73.3755;44103.344
$Tacheo;1072.0276;1994.1769;3012.7034;1.651467;1.396780;73.3755;44103.452
$GNSS;46.78070132;6.66176055;511.351;44103.500;2540672.926;1181353.456;461.583
$Tacheo;1072.0236;1994.1765;3012.7097;1.651476;1.396685;73.3727;44103.548
$Tacheo;1072.0143;1994.1765;3012.7214;1.651486;1.396507;73.3656;44103.653
$Tacheo;1071.9914;1994.1761;3012.7477;1.651518;1.396100;73.3477;44103.744
$Tacheo;1071.9721;1994.1762;3012.7655;1.651538;1.395815;73.3319;44103.851
$Tacheo;1071.9408;1994.1752;3012.7897;1.651587;1.395416;73.3055;44103.956
$GNSS;46.78070086;6.66176050;511.391;44104.000;2540672.922;1181353.404;461.623
$Tacheo;1071.9166;1994.1733;3012.8075;1.651640;1.395119;73.2850;44104.051
$Tacheo;1071.8584;1994.1674;3012.8498;1.651787;1.394413;73.2357;44104.161
$Tacheo;1071.8275;1994.1635;3012.8692;1.651876;1.394079;73.2091;44104.268
$Tacheo;1071.7975;1994.1611;3012.8925;1.651942;1.393695;73.1840;44104.374
$Tacheo;1071.7583;1994.1627;3012.9314;1.651964;1.393077;73.1523;44104.480
$GNSS;46.78069937;6.66175847;511.573;44104.500;2540672.766;1181353.240;461.805
$Tacheo;1071.7461;1994.1615;3012.9467;1.651995;1.392842;73.1431;44104.550
$Tacheo;1071.7161;1994.1658;3012.9967;1.651969;1.392095;73.1222;44104.655
$Tacheo;1071.6984;1994.1706;3013.0382;1.651922;1.391493;73.1118;44104.761
$Tacheo;1071.6833;1994.1820;3013.0798;1.651781;1.390894;73.1036;44104.866
$Tacheo;1071.6628;1994.1867;3013.1459;1.651740;1.389953;73.0949;44104.964
$GNSS;46.78069855;6.66175685;511.777;44105.000;2540672.641;1181353.150;462.009
$Tacheo;1071.6506;1994.1947;3013.1917;1.651642;1.389306;73.0906;44105.053
$Tacheo;1071.6350;1994.2068;3013.2584;1.651492;1.388367;73.0864;44105.158
$Tacheo;1071.6220;1994.2158;3013.3169;1.651381;1.387546;73.0836;44105.263
$Tacheo;1071.6160;1994.2231;3013.3496;1.651287;1.387090;73.0831;44105.371
$Tacheo;1071.6087;1994.2284;3013.3959;1.651222;1.386447;73.0840;44105.478
