$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
$Tacheo;1053.8814;2054.1746;3020.7399;0.782685;1.305744;79.1774;44679.151
$Tacheo;1053.8077;2054.1419;3020.7453;0.782302;1.305430;79.1063;44679.244
$Tacheo;1053.5119;2053.9784;3020.7761;0.781058;1.303973;78.8014;44679.372
$Tacheo;1053.3607;2053.8778;3020.7955;0.780577;1.303138;78.6349;44679.479
$GNSS;46.78072659;6.66178820;519.413;44679.500;2540675.066;1181356.244;469.645
$Tacheo;1053.1318;2053.7002;3020.8302;0.780077;1.301742;78.3671;44679.554
$Tacheo;1053.0554;2053.6356;3020.8435;0.779960;1.301239;78.2746;44679.646
$Tacheo;1052.8225;2053.4283;3020.8839;0.779697;1.299677;77.9855;44679.758
$Tacheo;1052.6659;2053.2780;3020.9109;0.779620;1.298596;77.7837;44679.864
$Tacheo;1052.4273;2053.0362;3020.9574;0.779625;1.296838;77.4691;44679.967
$GNSS;46.78071848;6.66177646;519.590;44680.000;2540674.160;1181355.351;469.822
$Tacheo;1052.2644;2052.8651;3020.9871;0.779685;1.295641;77.2498;44680.055
$Tacheo;1052.0149;2052.5950;3021.0313;0.779853;1.293790;76.9082;44680.163
$Tacheo;1051.8430;2052.4088;3021.0637;0.779971;1.292479;76.6735;44680.269
$Tacheo;1051.5739;2052.1209;3021.1110;0.780123;1.290466;76.3079;44680.375
$Tacheo;1051.3925;2051.9263;3021.1442;0.780231;1.289079;76.0616;44680.481
$GNSS;46.78070818;6.66176250;519.820;44680.500;2540673.083;1181354.216;470.052
$Tacheo;1051.2980;2051.8247;3021.1560;0.780290;1.288421;75.9317;44680.543
$Tacheo;1051.1053;2051.6193;3021.1902;0.780395;1.286951;75.6709;44680.637
$Tacheo;1050.8146;2051.3052;3021.2314;0.780594;1.284834;75.2719;44680.744
$Tacheo;1050.5180;2050.9760;3021.2642;0.780885;1.282745;74.8567;44680.855
$Tacheo;1050.2103;2050.6294;3021.2999;0.781242;1.280519;74.4233;44680.960
$GNSS;46.78069687;6.66174603;520.039;44681.000;2540671.813;1181352.972;470.271
$Tacheo;1050.0053;2050.3994;3021.3194;0.781473;1.279079;74.1342;44681.053
$Tacheo;1049.6980;2050.0409;3021.3449;0.781960;1.276910;73.6906;44681.159
$Tacheo;1049.4974;2049.7953;3021.3628;0.782398;1.275430;73.3938;44681.267
$Tacheo;1049.1725;2049.4272;3021.3894;0.782815;1.273125;72.9328;44681.368
$Tacheo;1048.9677;2049.1918;3021.4094;0.783115;1.271605;72.6411;44681.461
$GNSS;46.78068309;6.66172966;520.182;44681.500;2540670.547;1181351.452;470.414
$Tacheo;1048.7592;2048.9454;3021.4287;0.783493;1.270038;72.3394;44681.554
$Tacheo;1048.4509;2048.5768;3021.4461;0.784100;1.267834;71.8875;44681.660
$Tacheo;1048.3616;2048.4410;3021.4526;0.784578;1.267086;71.7375;44681.768
$Tacheo;1047.9353;2047.9526;3021.4814;0.785218;1.263980;71.1292;44681.874
$Tacheo;1047.7392;2047.7085;3021.4950;0.785720;1.262470;70.8366;44681.980
$GNSS;46.78066955;6.66171354;520.243;44682.000;2540669.302;1181349.959;470.475
$Tacheo;1047.5290;2047.4622;3021.5046;0.786101;1.260951;70.5320;44682.048
$Tacheo;1047.3261;2047.2127;3021.5142;0.786597;1.259432;70.2304;44682.157
$Tacheo;1047.0177;2046.8410;3021.5283;0.787281;1.257129;69.7772;44682.263
$Tacheo;1046.8124;2046.5959;3021.5384;0.787716;1.255576;69.4774;44682.370
$Tacheo;1046.4986;2046.2252;3021.5514;0.788347;1.253223;69.0216;44682.476
$GNSS;46.78065594;6.66169782;520.280;44682.500;2540668.086;1181348.458;470.512
$Tacheo;1046.2933;2045.9848;3021.5595;0.788741;1.251679;68.7249;44682.558
$Tacheo;1046.2044;2045.8469;3021.5641;0.789282;1.250883;68.5741;44682.666
$Tacheo;1045.7801;2045.3813;3021.5814;0.789773;1.247731;67.9827;44682.773
$Tacheo;1045.5678;2045.1379;3021.5864;0.790137;1.246149;67.6789;44682.879
$Tacheo;1045.3626;2044.8957;3021.5821;0.790571;1.244713;67.3778;44682.985
$GNSS;46.78064317;6.66168155;520.316;44683.000;2540666.830;1181347.051;470.548
$Tacheo;1045.0541;2044.5335;3021.5710;0.791209;1.242601;66.9254;44683.047
$Tacheo;1044.8512;2044.2893;3021.5573;0.791702;1.241267;66.6219;44683.154
$Tacheo;1044.5423;2043.9252;3021.5275;0.792374;1.239367;66.1623;44683.260
$Tacheo;1044.3358;2043.6829;3021.5031;0.792815;1.238149;65.8545;44683.366
$Tacheo;1044.1326;2043.4410;3021.4739;0.793296;1.237003;65.5477;44683.474
$GNSS;46.78063017;6.66166598;520.265;44683.500;2540665.626;1181345.618;470.497
$Tacheo;1043.8293;2043.0750;3021.4169;0.794078;1.235451;65.0823;44683.546
$Tacheo;1043.6250;2042.8296;3021.3719;0.794598;1.234492;64.7675;44683.652
$Tacheo;1043.4226;2042.5893;3021.3234;0.795086;1.233601;64.4562;44683.757
$Tacheo;1043.1240;2042.2228;3021.2572;0.795957;1.232148;63.9910;44683.866
$Tacheo;1042.8100;2041.8637;3021.1952;0.796573;1.230582;63.5219;44683.971
$GNSS;46.78061695;6.66165038;520.011;44684.000;2540664.420;1181344.160;470.243
$Tacheo;1042.7056;2041.7470;3021.1761;0.796748;1.230043;63.3683;44684.045
$Tacheo;1042.5031;2041.5155;3021.1379;0.797152;1.228989;63.0665;44684.152
$Tacheo;1042.1899;2041.1693;3021.0806;0.797641;1.227357;62.6083;44684.259
$Tacheo;1041.9768;2040.9404;3021.0442;0.797897;1.226218;62.3020;44684.367
$Tacheo;1041.6548;2040.5925;3020.9995;0.798313;1.224313;61.8414;44684.473
$GNSS;46.78060462;6.66163453;519.654;44684.500;2540663.196;1181342.801;469.886
$Tacheo;1041.4443;2040.3620;3020.9713;0.798627;1.223024;61.5387;44684.550
$Tacheo;1041.1271;2040.0181;3020.9317;0.799065;1.221027;61.0861;44684.669
$Tacheo;1040.8087;2039.6694;3020.8954;0.799554;1.218925;60.6309;44684.774
$Tacheo;1040.7159;2039.5434;3020.8806;0.800006;1.218275;60.4810;44684.882
$Tacheo;1040.2927;2039.0926;3020.8183;0.800515;1.215690;59.8799;44684.986
$GNSS;46.78059221;6.66161791;519.438;44685.000;2540661.914;1181341.435;469.670
$Tacheo;1040.1955;2038.9745;3020.8040;0.800820;1.215029;59.7325;44685.055
$Tacheo;1039.8816;2038.6409;3020.7612;0.801198;1.213017;59.2887;44685.162
$Tacheo;1039.7827;2038.5184;3020.7454;0.801543;1.212342;59.1368;44685.270
$Tacheo;1039.3456;2038.1023;3020.6934;0.801450;1.209559;58.5536;44685.375
$Tacheo;1039.1227;2037.8995;3020.6743;0.801277;1.208038;58.2652;44685.483
$GNSS;46.78058010;6.66160213;519.291;44685.500;2540660.695;1181340.100;469.523
$Tacheo;1039.0078;2037.8000;3020.6642;0.801122;1.207273;58.1197;44685.541
$Tacheo;1038.6475;2037.5227;3020.6376;0.800165;1.204921;57.6882;44685.647
$Tacheo;1038.2718;2037.2773;3020.6068;0.798561;1.202670;57.2660;44685.760
$Tacheo;1037.9594;2037.1825;3020.5889;0.795737;1.201135;56.9893;44685.866
$Tacheo;1037.5837;2036.9523;3020.5585;0.793870;1.198893;56.5781;44685.974
$GNSS;46.78057166;6.66158228;519.187;44686.000;2540659.170;1181339.177;469.419
$Tacheo;1037.2842;2036.8540;3020.5396;0.791201;1.197385;56.3083;44686.048
$Tacheo;1036.9750;2036.7707;3020.5245;0.788169;1.195824;56.0438;44686.156
$Tacheo;1036.4918;2036.6721;3020.5083;0.782934;1.193386;55.6551;44686.260
$Tacheo;1036.1587;2036.6231;3020.5014;0.779018;1.191712;55.4023;44686.369
$Tacheo;1035.6416;2036.5741;3020.4971;0.772487;1.189113;55.0320;44686.475
$GNSS;46.78057035;6.66155692;519.109;44686.500;2540657.232;1181339.051;469.341
$Tacheo;1035.2872;2036.5547;3020.5007;0.767757;1.187281;54.7915;44686.544
$Tacheo;1034.9264;2036.5474;3020.5007;0.762722;1.185530;54.5549;44686.653
$Tacheo;1034.3753;2036.5565;3020.5014;0.754656;1.182935;54.2101;44686.760
$Tacheo;1033.9907;2036.5754;3020.5091;0.748786;1.181059;53.9827;44686.866
$Tacheo;1033.4132;2036.6211;3020.5169;0.739625;1.178393;53.6551;44686.972
$GNSS;46.78057108;6.66152768;519.121;44687.000;2540655.000;1181339.154;469.353
$Tacheo;1033.2188;2036.6402;3020.5210;0.736462;1.177490;53.5489;44687.044
$Tacheo;1032.8241;2036.6870;3020.5294;0.729883;1.175696;53.3403;44687.149
$Tacheo;1032.0209;2036.8165;3020.5581;0.715846;1.172039;52.9509;44687.258
$Tacheo;1031.6214;2036.8974;3020.5724;0.708549;1.170318;52.7724;44687.366
$Tacheo;1031.2183;2036.9883;3020.5840;0.701003;1.168692;52.6002;44687.476
$GNSS;46.78057431;6.66149576;519.223;44687.500;2540652.566;1181339.537;469.454
$Tacheo;1030.6064;2037.1627;3020.6145;0.688953;1.166230;52.3750;44687.551
$Tacheo;1030.2093;2037.2919;3020.6362;0.680856;1.164709;52.2446;44687.659
$Tacheo;1029.8297;2037.4290;3020.6505;0.672889;1.163465;52.1300;44687.766
$Tacheo;1029.2755;2037.6655;3020.6660;0.660714;1.161996;51.9921;44687.870
$Tacheo;1028.9247;2037.8429;3020.6768;0.652614;1.161241;51.9289;44687.977
$GNSS;46.78058215;6.66146477;519.347;44688.000;2540650.208;1181340.432;469.578
$Tacheo;1028.7553;2037.9371;3020.6811;0.648585;1.160953;51.9052;44688.047
$Tacheo;1028.1293;2038.3463;3020.6908;0.632896;1.160427;51.8667;44688.155
$Tacheo;1027.8529;2038.5653;3020.6901;0.625489;1.160550;51.8797;44688.273
$Tacheo;1027.4693;2038.9286;3020.6867;0.614496;1.161169;51.9451;44688.379
$Tacheo;1027.2353;2039.1969;3020.6840;0.607251;1.161872;52.0225;44688.484
$GNSS;46.78059513;6.66144310;519.414;44688.500;2540648.568;1181341.892;469.645
$Tacheo;1027.1326;2039.3311;3020.6833;0.603882;1.162280;52.0698;44688.544
$Tacheo;1026.8425;2039.7692;3020.6816;0.593720;1.163818;52.2513;44688.651
$Tacheo;1026.3849;2040.2734;3020.6785;0.579984;1.165129;52.4030;44688.760
$Tacheo;1026.2502;2040.7194;3020.6727;0.572614;1.167483;52.6770;44688.870
$Tacheo;1026.1529;2041.2002;3020.6720;0.565598;1.170106;53.0012;44688.975
$GNSS;46.78061251;6.66143436;519.377;44689.000;2540647.919;1181343.830;469.608
$Tacheo;1026.1225;2041.6981;3020.6682;0.559655;1.173130;53.3729;44689.052
$Tacheo;1025.8952;2042.0035;3020.6675;0.552464;1.174153;53.5012;44689.161
$Tacheo;1025.8767;2042.5516;3020.6649;0.546373;1.177477;53.9227;44689.270
$Tacheo;1025.9327;2043.1003;3020.6648;0.541656;1.180992;54.3835;44689.376
$Tacheo;1025.9173;2043.5273;3020.6606;0.537049;1.183553;54.7137;44689.482
$GNSS;46.78063402;6.66143152;519.318;44689.500;2540647.726;1181346.224;469.549
$Tacheo;1025.9144;2043.9622;3020.6505;0.532641;1.186278;55.0552;44689.548
$Tacheo;1025.9333;2044.6361;3020.6308;0.526327;1.190596;55.5963;44689.656
$Tacheo;1025.9602;2045.0874;3020.6170;0.522417;1.193506;55.9668;44689.762
$Tacheo;1025.9958;2045.5477;3020.6108;0.518625;1.196334;56.3524;44689.866
$Tacheo;1026.0577;2046.2402;3020.6034;0.513171;1.200520;56.9393;44689.971
$GNSS;46.78065854;6.66143372;519.282;44690.000;2540647.921;1181348.948;469.513
$Tacheo;1026.1036;2046.7243;3020.6033;0.509477;1.203328;57.3541;44690.064
$Tacheo;1026.1634;2047.4508;3020.6044;0.503902;1.207428;57.9749;44690.170
$Tacheo;1026.1971;2047.9428;3020.6023;0.500093;1.210185;58.3927;44690.276
$Tacheo;1026.2238;2048.4420;3020.5959;0.496174;1.212994;58.8129;44690.383
$Tacheo;1026.2447;2049.2081;3020.5801;0.489964;1.217277;59.4494;44690.490
$GNSS;46.78068515;6.66143637;519.251;44690.500;2540648.153;1181351.904;469.482
$Tacheo;1026.2460;2049.4655;3020.5759;0.487821;1.218666;59.6618;44690.543
$Tacheo;1026.2407;2049.9841;3020.5700;0.483432;1.221376;60.0882;44690.650
$Tacheo;1026.1839;2051.0141;3020.5618;0.474205;1.226493;60.9205;44690.773
$Tacheo;1026.1314;2051.5446;3020.5593;0.469206;1.229001;61.3423;44690.880
$Tacheo;1026.0652;2052.0579;3020.5590;0.464204;1.231333;61.7462;44690.986
$GNSS;46.78071394;6.66143149;519.194;44691.000;2540647.812;1181355.108;469.425
$Tacheo;1025.9874;2052.5816;3020.5617;0.459021;1.233618;62.1568;44691.044
$Tacheo;1025.8419;2053.3599;3020.5603;0.451005;1.236987;62.7561;44691.156
$Tacheo;1025.6608;2054.1459;3020.5577;0.442566;1.240288;63.3514;44691.263
$Tacheo;1025.2841;2054.5494;3020.5575;0.434031;1.241341;63.5458;44691.369
$Tacheo;1025.2854;2055.4431;3020.5521;0.427883;1.245507;64.3135;44691.482
$Tacheo;1025.1121;2055.9438;3020.5422;0.421923;1.247553;64.6750;44691.589
$GNSS;46.78074136;6.66141964;519.226;44691.500;2540646.937;1181358.165;469.457
$Tacheo;1025.0220;2056.2019;3020.5371;0.418868;1.248603;64.8620;44691.546
$Tacheo;1024.8453;2056.6988;3020.5276;0.412996;1.250601;65.2226;44691.639
$Tacheo;1024.5629;2057.4313;3020.5099;0.404149;1.253537;65.7489;44691.747
$Tacheo;1024.0367;2058.0416;3020.4997;0.392627;1.255376;66.0863;44691.853
$GNSS;46.78076806;6.66140310;519.199;44692.000;2540645.704;1181361.145;469.430
$Tacheo;1023.8659;2058.6734;3020.4754;0.386319;1.258144;66.5731;44692.046
$Tacheo;1023.8244;2059.2070;3020.4550;0.382567;1.260633;67.0229;44692.151
$Tacheo;1023.6277;2059.6119;3020.4399;0.377363;1.262221;67.3070;44692.256
$Tacheo;1023.3352;2060.1792;3020.4248;0.369912;1.264324;67.7041;44692.364
$Tacheo;1023.1474;2060.5318;3020.4200;0.365243;1.265553;67.9521;44692.470
$GNSS;46.78078989;6.66138849;519.109;44692.500;2540644.612;1181363.583;469.340
$Tacheo;1022.9794;2060.8543;3020.4184;0.361060;1.266641;68.1823;44692.545
$Tacheo;1022.8159;2061.1571;3020.4133;0.357078;1.267702;68.3965;44692.634
$Tacheo;1022.6761;2061.4342;3020.4075;0.353598;1.268702;68.5963;44692.724
$Tacheo;1022.4912;2061.8089;3020.3893;0.348989;1.270199;68.8661;44692.815
$Tacheo;1022.3981;2062.0231;3020.3785;0.346552;1.271076;69.0250;44692.920
$Tacheo;1022.3193;2062.2116;3020.3629;0.344461;1.271935;69.1644;44693.027
$GNSS;46.78080369;6.66137625;519.032;44693.000;2540643.693;1181365.126;469.263
$Tacheo;1022.2851;2062.2976;3020.3548;0.343536;1.272342;69.2284;44693.048
$Tacheo;1022.2127;2062.5104;3020.3263;0.341427;1.273481;69.3884;44693.157
$Tacheo;1022.1875;2062.6630;3020.3019;0.340302;1.274387;69.5107;44693.264
$Tacheo;1022.1949;2062.7584;3020.2838;0.339929;1.275024;69.5938;44693.368
$Tacheo;1022.2161;2062.7913;3020.2733;0.340063;1.275327;69.6272;44693.475
$GNSS;46.78080903;6.66137632;518.976;44693.500;2540643.704;1181365.720;469.207
$Tacheo;1022.2289;2062.7996;3020.2680;0.340203;1.275451;69.6372;44693.549
$Tacheo;1022.2741;2062.7893;3020.2602;0.340895;1.275580;69.6401;44693.672
$Tacheo;1022.3503;2062.7121;3020.2649;0.342361;1.275319;69.5963;44693.778
$Tacheo;1022.3989;2062.6314;3020.2707;0.343457;1.274989;69.5409;44693.883
$Tacheo;1022.4110;2062.4892;3020.2830;0.344349;1.274274;69.4204;44693.992
$GNSS;46.78080437;6.66138156;518.890;44694.000;2540644.099;1181365.198;469.121
$Tacheo;1022.4238;2062.4264;3020.2874;0.344850;1.273983;69.3693;44694.047
$Tacheo;1022.4530;2062.2104;3020.3058;0.346370;1.272912;69.1898;44694.155
$Tacheo;1022.4703;2062.0361;3020.3232;0.347514;1.271999;69.0439;44694.262
$Tacheo;1022.4909;2061.8400;3020.3431;0.348823;1.270965;68.8803;44694.368
$Tacheo;1022.5073;2061.3866;3020.3909;0.351428;1.268485;68.4931;44694.475
$GNSS;46.78079658;6.66137779;518.926;44694.500;2540643.803;1181364.335;469.157
$Tacheo;1022.5033;2061.2649;3020.4036;0.352013;1.267805;68.3865;44694.548
$Tacheo;1022.4973;2060.9991;3020.4268;0.353336;1.266379;68.1534;44694.654
$Tacheo;1022.4985;2060.5696;3020.4470;0.355654;1.264314;67.7757;44694.763
$Tacheo;1022.4797;2060.2619;3020.4586;0.357045;1.262832;67.4981;44694.867
$Tacheo;1022.4361;2059.7803;3020.4792;0.359042;1.260432;67.0601;44694.972
$GNSS;46.78077803;6.66138213;519.154;44695.000;2540644.113;1181362.269;469.385
$Tacheo;1022.3978;2059.4269;3020.4930;0.360433;1.258659;66.7366;44695.060
$Tacheo;1022.3370;2059.0657;3020.5093;0.361549;1.256763;66.3996;44695.162
$Tacheo;1022.2229;2058.4904;3020.5319;0.363095;1.253723;65.8568;44695.271
$Tacheo;1022.1369;2058.0885;3020.5465;0.364099;1.251578;65.4755;44695.373
$Tacheo;1022.0377;2057.6630;3020.5616;0.365051;1.249268;65.0693;44695.464
$GNSS;46.78075671;6.66137710;519.294;44695.500;2540643.706;1181359.903;469.525
$Tacheo;1021.8640;2057.0081;3020.5915;0.366224;1.245524;64.4400;44695.547
$Tacheo;1021.7306;2056.5468;3020.6105;0.366894;1.242853;63.9929;44695.653
$Tacheo;1021.5163;2055.8493;3020.6242;0.367732;1.238945;63.3086;44695.761
$Tacheo;1021.3535;2055.3627;3020.6240;0.368120;1.236290;62.8241;44695.868
$Tacheo;1021.1916;2054.8680;3020.6207;0.368579;1.233601;62.3322;44695.975
$GNSS;46.78073056;6.66136515;519.319;44696.000;2540642.764;1181357.005;469.550
$Tacheo;1021.1036;2054.6128;3020.6161;0.368746;1.232234;62.0762;44696.050
$Tacheo;1020.8479;2053.8510;3020.5880;0.369371;1.228317;61.3101;44696.157
$Tacheo;1020.4600;2052.8244;3020.5334;0.369528;1.223055;60.2588;44696.266
$Tacheo;1020.2699;2052.3162;3020.5056;0.369640;1.220397;59.7395;44696.376
$Tacheo;1019.9731;2051.5454;3020.4310;0.369672;1.216774;58.9384;44696.480
$GNSS;46.78070186;6.66135022;519.293;44696.500;2540641.593;1181353.826;469.524
$Tacheo;1019.9717;2051.5459;3020.4310;0.369645;1.216774;58.9384;44696.546
$Tacheo;1019.6732;2050.7794;3020.3549;0.369619;1.213098;58.1408;44696.640
$Tacheo;1019.3668;2050.0196;3020.2870;0.369410;1.209205;57.3501;44696.746
$Tacheo;1019.0538;2049.2596;3020.2228;0.369079;1.205126;56.5592;44696.852
$Tacheo;1018.8495;2048.7741;3020.1760;0.368784;1.202548;56.0509;44696.958
$GNSS;46.78067389;6.66133443;518.933;44697.000;2540640.356;1181350.729;469.164
$Tacheo;1018.6479;2048.2823;3020.1239;0.368577;1.199978;55.5365;44697.052
$Tacheo;1018.4456;2047.8018;3020.0771;0.368273;1.197338;55.0340;44697.158
$Tacheo;1018.1422;2047.0862;3019.9986;0.367768;1.193464;54.2824;44697.265
$Tacheo;1017.8511;2046.4063;3019.9015;0.367222;1.190064;53.5598;44697.369
$Tacheo;1017.6548;2045.9540;3019.8207;0.366798;1.188029;53.0725;44697.477
$GNSS;46.78064833;6.66131917;518.499;44697.500;2540639.162;1181347.899;468.730
$Tacheo;1017.5608;2045.7356;3019.7830;0.366606;1.187011;52.8381;44697.542
$Tacheo;1017.3732;2045.2966;3019.7061;0.366239;1.184962;52.3670;44697.650
$Tacheo;1017.0160;2044.4616;3019.5352;0.365514;1.181402;51.4621;44697.759
$Tacheo;1016.8440;2044.0418;3019.4518;0.365291;1.179539;51.0109;44697.863
$Tacheo;1016.6003;2043.4373;3019.3404;0.365040;1.176649;50.3662;44697.969
$GNSS;46.78062617;6.66130554;518.079;44698.000;2540638.097;1181345.446;468.310
$Tacheo;1016.4420;2043.0324;3019.2717;0.364966;1.174577;49.9385;44698.050
$Tacheo;1016.2189;2042.4488;3019.1778;0.364964;1.171443;49.3261;44698.156
$Tacheo;1016.1477;2042.2562;3019.1472;0.365015;1.170392;49.1250;44698.261
$Tacheo;1015.9374;2041.6851;3019.0403;0.365180;1.167533;48.5231;44698.370
$Tacheo;1015.7352;2041.1296;3018.9262;0.365397;1.164883;47.9348;44698.478
$GNSS;46.78060569;6.66129580;517.535;44698.500;2540637.331;1181343.177;467.766
$Tacheo;1015.6747;2040.9487;3018.8916;0.365582;1.163973;47.7461;44698.542
$Tacheo;1015.5441;2040.5828;3018.8195;0.365785;1.162126;47.3609;44698.650
$Tacheo;1015.4203;2040.2220;3018.7426;0.366096;1.160403;46.9805;44698.756
$Tacheo;1015.1831;2039.5525;3018.5773;0.366527;1.157556;46.2636;44698.866
$Tacheo;1015.1870;2039.5510;3018.5773;0.366625;1.157556;46.2636;44698.974
$GNSS;46.78058713;6.66128723;517.054;44699.000;2540636.656;1181341.121;467.285
$Tacheo;1015.1878;2039.5506;3018.5773;0.366646;1.157556;46.2636;44699.057
$Tacheo;1014.6922;2038.2604;3018.1740;0.366643;1.153413;44.8361;44699.159
$Tacheo;1014.5725;2037.9441;3018.0434;0.366683;1.153015;44.4740;44699.255
$Tacheo;1014.3970;2037.4710;3017.8322;0.366828;1.152750;43.9271;44699.362
$Tacheo;1014.2839;2037.1590;3017.6816;0.366986;1.152815;43.5627;44699.468
$GNSS;46.78057037;6.66127698;516.505;44699.500;2540635.855;1181339.265;466.736
$Tacheo;1014.1177;2036.6883;3017.4394;0.367336;1.153254;43.0083;44699.546
$Tacheo;1014.0643;2036.5331;3017.3575;0.367485;1.153448;42.8252;44699.639
$Tacheo;1013.8551;2035.9049;3017.0238;0.368277;1.154327;42.0852;44699.748
$Tacheo;1013.7465;2035.5806;3016.8650;0.368683;1.154495;41.7086;44699.856
$Tacheo;1013.6392;2035.2613;3016.7226;0.369080;1.154353;41.3432;44699.961
$GNSS;46.78055287;6.66126929;515.418;44700.000;2540635.248;1181337.326;465.649
$Tacheo;1013.4715;2034.7784;3016.5321;0.369557;1.153559;40.7989;44700.048
$Tacheo;1013.2949;2034.2838;3016.3701;0.369936;1.151952;40.2533;44700.154
$Tacheo;1013.1743;2033.9658;3016.2800;0.370006;1.150550;39.9059;44700.262
$Tacheo;1012.9747;2033.4755;3016.1630;0.369760;1.147777;39.3751;44700.369
$Tacheo;1012.8380;2033.1613;3016.1003;0.369369;1.145642;39.0372;44700.475
$GNSS;46.78053464;6.66126048;514.392;44700.500;2540634.555;1181335.306;464.623
$Tacheo;1012.7628;2032.9977;3016.0701;0.369056;1.144443;38.8611;44700.548
$Tacheo;1012.5279;2032.5235;3016.0037;0.367678;1.140337;38.3541;44700.656
$Tacheo;1012.2409;2032.0725;3015.9611;0.364601;1.135584;37.8607;44700.765
$Tacheo;1012.0053;2031.6090;3015.9420;0.362977;1.130218;37.3843;44700.871
$Tacheo;1011.8154;2031.3203;3015.9385;0.360737;1.126424;37.0780;44700.986
$GNSS;46.78051751;6.66124598;514.110;44701.000;2540633.429;1181333.413;464.341
$Tacheo;1011.5234;2030.8984;3015.9370;0.356968;1.120621;36.6287;44701.053
$Tacheo;1011.2723;2030.6444;3015.9403;0.352481;1.116641;36.3375;44701.151
$Tacheo;1011.0168;2030.2325;3015.9434;0.349446;1.110767;35.9129;44701.257
$Tacheo;1010.7028;2029.8547;3015.9391;0.344225;1.105095;35.4975;44701.363
$Tacheo;1010.4895;2029.6164;3015.9378;0.340393;1.101353;35.2326;44701.469
$GNSS;46.78050312;6.66122797;514.430;44701.500;2540632.038;1181331.827;464.661
$Tacheo;1010.3847;2029.5032;3015.9375;0.338443;1.099535;35.1062;44701.544
$Tacheo;1010.0115;2029.3331;3015.9406;0.328907;1.095772;34.8558;44701.653
$Tacheo;1009.7293;2028.8653;3015.9586;0.325098;1.088208;34.3904;44701.761
$Tacheo;1009.4993;2028.6711;3015.9645;0.319937;1.084563;34.1656;44701.867
$Tacheo;1009.1539;2028.4098;3015.9805;0.311705;1.079237;33.8591;44701.972
$GNSS;46.78049196;6.66120996;514.620;44702.000;2540630.650;1181330.600;464.851
$Tacheo;1009.0337;2028.3223;3015.9840;0.308761;1.077466;33.7550;44702.042
$Tacheo;1008.6696;2028.0729;3015.9912;0.299531;1.072365;33.4532;44702.148
$Tacheo;1008.2909;2027.8494;3016.0012;0.289351;1.067434;33.1740;44702.257
$Tacheo;1007.8990;2027.6411;3016.0119;0.278352;1.062609;32.9082;44702.359
$Tacheo;1007.6321;2027.5107;3016.0191;0.270618;1.059475;32.7390;44702.470
$GNSS;46.78048472;6.66118970;514.694;44702.500;2540629.095;1181329.810;464.925
$Tacheo;1007.2346;2027.3276;3016.0339;0.258799;1.054852;32.5017;44702.551
$Tacheo;1006.9712;2027.2123;3016.0425;0.250785;1.051907;32.3513;44702.656
$Tacheo;1006.5835;2027.0530;3016.0640;0.238716;1.047490;32.1465;44702.762
$Tacheo;1006.3366;2026.9533;3016.0915;0.230902;1.044339;32.0266;44702.868
$Tacheo;1005.9978;2026.8140;3016.1281;0.220058;1.040010;31.8624;44702.975
$GNSS;46.78047912;6.66116786;514.770;44703.000;2540627.421;1181329.204;465.001
$Tacheo;1005.7901;2026.7250;3016.1544;0.213358;1.037197;31.7624;44703.050
$Tacheo;1005.5995;2026.6405;3016.1751;0.207172;1.034669;31.6676;44703.156
$Tacheo;1005.3476;2026.5271;3016.1962;0.198923;1.031470;31.5394;44703.261
$Tacheo;1005.2027;2026.4603;3016.2059;0.194147;1.029675;31.4639;44703.369
$Tacheo;1005.0161;2026.3717;3016.2135;0.187963;1.027457;31.3630;44703.476
$GNSS;46.78047430;6.66115392;514.902;44703.500;2540626.351;1181328.679;465.133
$Tacheo;1004.9603;2026.3448;3016.2130;0.186105;1.026862;31.3312;44703.542
$Tacheo;1004.8086;2026.2718;3016.1960;0.181029;1.025679;31.2373;44703.633
$Tacheo;1004.7252;2026.2299;3016.1738;0.178233;1.025355;31.1778;44703.727
$Tacheo;1004.6173;2026.1738;3016.1324;0.174612;1.025257;31.0929;44703.829
$Tacheo;1004.5433;2026.1867;3016.1324;0.171785;1.025257;31.0929;44703.922
$Tacheo;1004.4947;2026.0965;3016.0447;0.170559;1.026050;30.9643;44704.028
$GNSS;46.78047235;6.66114964;514.929;44704.000;2540626.022;1181328.466;465.160
$Tacheo;1004.4799;2026.0844;3016.0289;0.170086;1.026244;30.9438;44704.047
$Tacheo;1004.4573;2026.0625;3015.9966;0.169384;1.026714;30.9053;44704.138
$Tacheo;1004.4399;2026.0360;3015.9375;0.168905;1.027863;30.8499;44704.245
$Tacheo;1004.4377;2026.0195;3015.8950;0.168929;1.028765;30.8137;44704.351
$Tacheo;1004.4453;2025.9898;3015.8451;0.169400;1.029686;30.7640;44704.457
$GNSS;46.78047148;6.66115017;514.621;44704.500;2540626.062;1181328.369;464.852
$Tacheo;1004.4545;2025.9624;3015.8211;0.169920;1.029928;30.7298;44704.565
$Tacheo;1004.4691;2025.9057;3015.7912;0.170833;1.029868;30.6686;44704.673
$Tacheo;1004.4790;2025.8557;3015.7724;0.171528;1.029594;30.6182;44704.778
$Tacheo;1004.4877;2025.7966;3015.7541;0.172240;1.029150;30.5601;44704.884
$Tacheo;1004.4936;2025.6920;3015.7302;0.173150;1.028096;30.4603;44704.990
